question,answer,context
Endüstriyel Uygulamalar dersinin temel amacı nedir?,Öğrencilerin rekabet güçlerini artırmak ve üniversite-sanayi iş birliğine katkıda bulunmaktır.,"MADDE 1 - (1) Bu Yönerge’nin amacı, Gebze Teknik Üniversitesi lisans programı öğrencilerinin aldıkları eğitimle ilgili özel sektör, kamu kurum, kuruluş ve bağlı işletmelerinde, lisans eğitimleri süresinde bir dönem boyunca katılabilecekleri Endüstriyel Uygulamalar d ersi esaslarını belirleyerek, rekabet güçlerini artırmalarını sağlamak ve üniversite -sanayi iş birliğine katkıda bulunmak üzere yürütülecek faaliyetleri düzenlemektir."
Bu yönerge hangi yasal düzenlemelere dayanarak hazırlanmıştır?,"2547 sayılı Yükseköğretim Kanunu, 5510 sayılı Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu, 3308 sayılı Mesleki Eğitim Kanunu, 4447 sayılı İşsizlik Sigortası Kanunu ve Gebze Teknik Üniversitesi Lisans Eğitim Öğretim ve Sınav Yönetmeliği'ne dayanarak hazırlanmıştır.","MADDE 3 - (1) Bu Yönerge, 2547 sayılı Yükseköğretim Kanunu, 5510 sayılı Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu, 3308 sayılı Mesleki Eğitim Kanunu, 4447 sayılı İşsizlik Sigortası Kanunu ve Gebze Teknik Üniversitesi Lisa ns Eğitim Öğretim ve Sınav Yönetmeliği’ne dayanılarak hazırlanmıştır."
Endüstriyel Uygulamalar dersi sürecini planlayan kurulun adı nedir?,Endüstriyel Uygulamalar Dersi Fakülte Planlama Kurulu (EUFPK).,"MADDE 4 - (1) Bu Yönerge’de adı geçen; d) Endüstriyel Uygulamalar Dersi Fakülte Planlama Kurulu (EUFPK): Endüstriyel Uygulamalar dersinin sürecini ve işleyişini planlayan kurulunu,"
Endüstriyel Uygulamalar dersi için iş yerinde öğrencinin eğitiminden sorumlu kişiye ne ad verilir?,İş Yeri Eğitim Amiri.,"MADDE 4 - (1) Bu Yönerge’de adı geçen; g) İş Yeri Eğitim Amiri: İş yeri tarafından dersi alan öğrenci için belirlenen eğitim sorumlusunu,"
Endüstriyel Uygulamalar dersine katılacak iş yerleri ile üniversite arasında imzalanan belgenin adı nedir?,İş birliği Sözleşmesi.,"MADDE 4 - (1) Bu Yönerge’de adı geçen; h) İş birliği Sözleşmesi : Endüstriyel Uygulamalar dersi uygulamasına katılan işyerlerinin Üniversiteye ayırdıkları kontenjanları ve şar tları belirleyen, iş yeri yetkilisi ile Rektörlük tarafından imzalanan belgeyi,"
Öğrenci ile iş yeri arasındaki ilişkiyi düzenleyen sözleşmeye ne ad verilir?,Uygulama Sözleşmesi.,"MADDE 4 - (1) Bu Yönerge’de adı geçen; i) Uygulama Sözleşmesi: Ders uygulaması için öğrenci ve iş yeri arasındaki ilişkileri düzenleyen ve Koordinatörün gözetiminde öğrenci ve iş yeri eğitim amiri tarafından imzalanan sözleşmeyi,"
Endüstriyel Uygulamalar dersi denetçisinin görevi nedir?,Ders programının iş yerlerinde uygulanmasını takip etmek ve öğrencilerin uygulama içindeki durumlarını denetlemektir.,"MADDE 4 - (1) Bu Yönerge’de adı geçen; j) Endüstriyel Uygulamalar Dersi Denetçisi: Ders programının iş yerlerinde uygulanmasını takip etmek, öğrencilerin uygulama içindeki durumlarını denetlemek amacıyla Koordinatör ile iş birliği içinde çalışan her bölümden en az bir olmak üzere, ders verme yeterliğine sahip öğretim elemanını, ifade eder."
Endüstriyel Uygulamalar dersine katılabilmek için öğrencilerin hangi şartları sağlaması gerekir?,En az 200 AKTS tamamlamış ve 3.0 genel not ortalamasına sahip olmaları gerekir.,"MADDE 5 - (1) Endüstriyel Uygulamalar dersi; Üniversitenin Lisans Eğitim -Öğretim ve Sınav Yönetmeliği’nde belirtilen eğitim süresi içinde en az 200 AKTS tamamlamış ve 3.0 genel not ortalamasına sahip öğrenciler tarafından eğitim -öğretim yılının bahar yarıyılında, iş yer lerinde yapacakları en az 14 haftalık uygulamadan oluşur."
Endüstriyel Uygulamalar dersi hangi dönemde yapılır?,Eğitim-öğretim yılının bahar yarıyılında yapılır.,"MADDE 5 - (1) Endüstriyel Uygulamalar dersi; Üniversitenin Lisans Eğitim -Öğretim ve Sınav Yönetmeliği’nde belirtilen eğitim süresi içinde en az 200 AKTS tamamlamış ve 3.0 genel not ortalamasına sahip öğrenciler tarafından eğitim -öğretim yılının bahar yarıyılında, iş yer lerinde yapacakları en az 14 haftalık uygulamadan oluşur."
Endüstriyel Uygulamalar dersi uygulaması en az kaç hafta sürer?,En az 14 hafta sürer.,"MADDE 5 - (1) Endüstriyel Uygulamalar dersi; Üniversitenin Lisans Eğitim -Öğretim ve Sınav Yönetmeliği’nde belirtilen eğitim süresi içinde en az 200 AKTS tamamlamış ve 3.0 genel not ortalamasına sahip öğrenciler tarafından eğitim -öğretim yılının bahar yarıyılında, iş yer lerinde yapacakları en az 14 haftalık uygulamadan oluşur."
Endüstriyel Uygulamalar dersi kontenjanı nasıl belirlenir?,İş yerlerinin kabul edeceği öğrenci sayıları bölüm koordinatörü tarafından değerlendirilerek belirlenir.,MADDE 6 - (1) İmzalanan iş birliği sözleşmesinde iş yerlerinin kabul edeceklerini belirttikleri öğrenci sayıları bölüm koordinatörü tarafından değerlendirilerek dersin kontenjanı belirlenir ve kayıt haftasından önce ilan edilir.
Endüstriyel Uygulamalar dersi alan bir öğrenci aynı dönemde başka hangi dersi alabilir?,Sadece Bitirme Projesi/Çalışması dersini alabilir.,"MADDE 7 - (1) İlgili dönemde Endüstriyel Uygulamalar dersini alan öğrenciler, bu dersin yanında sadece Bitirme Projesi/Çalışması dersi alabilir."
Endüstriyel Uygulamalar dersi notu nasıl belirlenir?,İş yeri eğitim amirinin notunun %50'si ve jürinin notunun %50'si alınarak belirlenir.,"MADDE 8 - (1) Bölüm koordinatörü ve dersin denetçisinin içinde bulunduğu iki kişilik bir jüri, dönem sonunda öğrencinin Bölüm Koordinatörlüğüne verdiği raporu inceler. Öğrenci, jüriye kurumda yaptığı çalışmaları kapsayan bir sunum yapar. Jüri, öğ rencinin ders raporunu ve iş yerinden gelen değerlendirme raporunu dikkate alarak öğrencinin harf notunu belirler. Harf notunun belirlenmesinde; iş yeri eğitim amirinin notunun katkısı %50, jürinin katkısı %50’dir."
Öğrencinin Endüstriyel Uygulamalar dersinden devamsızlıktan kalmaması için ne kadar devamsızlık yapma hakkı vardır?,"Toplam devamsızlık süresi, iş günü süresinin %10'unu aşmamalıdır.","MADDE 9 - (1) Dersin işleyişi aşağıdaki kurallara göre yapılır; b) Öğrencinin rapor dâhil toplam devamsızlık süresi, iş günü süresi nin %10`unu aşması halinde öğrenci devamsızlıktan kalır."
Endüstriyel Uygulamalar dersi süresince öğrencilerin izin hakkı var mıdır?,"Normalde izin hakkı yoktur, ancak iş yeri eğitim amiri ve bölüm koordinatörünün bilgisi dahilinde 7 iş gününü geçmeyecek şekilde izin verilebilir.",MADDE 9 - (1) Dersin işleyişi aşağıdaki kurallara göre yapılır; c) Ders süresi boyunca öğrencilerin izin hakkı bulunmamaktadır. Ancak iş yeri eğitim amiri ve Bölüm Koordinatörü’nün bilgisi dâhilinde öğrenciye gerekli gördüğü hallerde 7 iş gününü geçmeyecek şekilde i zin verebilir.
İzinsiz olarak kaç gün iş yerine gitmeyen öğrencinin Endüstriyel Uygulamalar dersine son verilir?,Üç günden fazla izinsiz iş yerine gitmeyen öğrencinin dersine son verilir.,MADDE 9 - (1) Dersin işleyişi aşağıdaki kurallara göre yapılır; d) İzinsiz veya mazeretsiz üç günden fazla işyerine gitmeyen öğrencinin Endüstriyel Uygulamalar dersine derhal son verilir.
Ders denetçisi öğrenciyi iş yerinde ziyaret ettiğinde öğrenci orada bulunamazsa ne olur?,"İlk seferde tutanak tutulur, ikinci seferde öğrenci başarısız sayılır.","MADDE 9 - (1) Dersin işleyişi aşağıdaki kurallara göre yapılır; e) Dersin denetçisinin dönem içindeki ziyareti sırasında, öğrencinin uygulama yaptığı iş yerinde bulunamaması halinde tutanak tutulur. Aynı durumun ikinci kez tekrar etmesi halinde öğrenci başarı sız sayılır."
Üniversiteyi temsil eden sporcu öğrencilerin izinleri nasıl düzenlenir?,Üniversitenin iş yerine ileteceği yazılı belge üzerine görevli izinli sayılırlar ve bu günler devamsızlıktan sayılmaz.,"MADDE 9 - (1) Dersin işleyişi aşağıdaki kurallara göre yapılır; f) Herhangi bir yarışma veya organizasyonda Üniversiteyi temsil eden sporcu öğrenciler, Üniversitenin iş yerine ileteceği yazılı belge üzerine görevli izinli sayılı rlar. Öğrencilerin bu kapsamda izinli sayıldıkları günler devamsızlıktan sayılmaz."
Öğrencinin zorunlu dersleri ve bitirme çalışması danışmanı ile görüşmeleri devamsızlıktan sayılır mı?,"Hayır, devamsızlıktan sayılmaz.",MADDE 9 - (1) Dersin işleyişi aşağıdaki kurallara göre yapılır; g) Öğrencinin programındaki zorunlu dersler ve Bitirme Çalışması -II danışmanı ile yaptığı görüşmeler için iş yerinden ayrılması devamsızlıktan sayılmaz.
Öğrenciler Endüstriyel Uygulamalar dersi sonunda ne tür bir rapor hazırlamak zorundadır?,Yaptıkları tüm etkinlikleri ve öğrenimle pekiştirilen bilgi ve becerileri özetleyen bir ders raporu hazırlamak zorundadırlar.,"MADDE 10 - Derse kayıtl anan öğrencinin yükümlülükleri; b) Öğrenciler dönem sonunda, Endüstriyel Uygulamalar dersi süresince yaptıkları tüm etkinlikleri ve öğrenimle peki ştirilen bilgi ve becerileri özetleyen bir ders raporu hazırlayarak iş yeri eğitim amirine onaylatır ve en geç, ilgili dönemin final takviminin ilk haftasının sonuna kadar basılı olarak ve elektronik ortamda Bölüm Koordinatörü’ne teslim eder."
Öğrenciler hazırladıkları raporu nerede sunarlar?,Bölüm jürisi önünde sözlü olarak sunar ve savunurlar.,"MADDE 10 - Derse kayıtl anan öğrencinin yükümlülükleri; b) Öğrenciler dönem sonunda, Endüstriyel Uygulamalar dersi süresince yaptıkları tüm etkinlikleri ve öğrenimle peki ştirilen bilgi ve becerileri özetleyen bir ders raporu hazırlayarak iş yeri eğitim amirine onaylatır ve en geç, ilgili dönemin final takviminin ilk haftasının sonuna kadar basılı olarak ve elektronik ortamda Bölüm Koordinatörü’ne teslim eder. Öğrenci, fina l takviminin ikinci haftasının son günü raporunu bölüm jürisi önünde sözlü olarak sunar ve savunur."
Endüstriyel Uygulamalar dersinde öğrencilerin disiplin işlerinde hangi yönetmelik geçerlidir?,Yükseköğretim Kurumları Öğrenci Disiplin Yönetmeliği hükümleri geçerlidir.,"MADDE 11 - (1) Dersin kapsamında, öğrencilerin disiplin işlerinde Yükseköğretim Kurumları Öğrenci Disiplin Yönetmeliği hükümleri geçerlidir."
Endüstriyel Uygulamalar Dersi Fakülte Planlama Kurulu (EUFPK) kimlerden oluşur?,"Dekan, dekan yardımcısı, ilgili bölüm başkanları ve bölüm koordinatörlerinden oluşur.","MADDE 12 - (1) Endüstriyel Uygulamalar Dersi Fakülte Planlama Kurulu (EUFPK) ; dekan, dekan yardımcısı, ilgili bölüm başkanları ve bölüm koordinatörlerinden oluşur."
EUFPK'nın görevleri nelerdir?,"Dersin işleyişi ile ilgili sorunların tespiti ve çözüm önerilerinin geliştirilmesi, hukuki veya idari düzenlemelere yönelik görüş ve önerilerin Rektörlüğe sunulması ve dersin uygulamasında etkinliğin artırılması için gerektiğinde iş yeri temsilcilerinin katılacağı danışma amaçlı toplantılar düzenlenmesini yürütmektir.","MADDE 12 - (1) Endüstriyel Uygulamalar Dersi Fakülte Planlama Kurulu (EUFPK) ; dekan, dekan yardımcısı, ilgili bölüm başkanları ve bölüm koordinatörlerinden oluşur. EUFPK, d ersin işleyişi ile ilgili sorunların tespiti ve çözüm önerilerinin geliştirilmesini, hukuki veya idari düzenlemelere yönelik görüş ve önerilerin Rektörlüğe sunulmasını ve dersin uygulamasında etkinliğin artırılması için gerektiğinde iş yeri temsilc ilerinin katılacağı danışma amaçlı toplantılar düzenlenmesini yürütür."
Bölüm Koordinatörü kim tarafından atanır?,İlgili bölüm başkanı tarafından atanır.,MADDE 13 - (1) Bölüm Koordinatörü ilgili bölüm başkanı tarafından at anır.
Bölüm Koordinatörünün görev süresi ne kadardır?,İki yıldır ve tekrar atanabilir.,"MADDE 13 - (1) Bölüm Koordinatörü ilgili bölüm başkanı tarafından at anır. Görev süresi iki yıldır, tekrar atanabilir."
Endüstriyel Uygulamalar Dersi Denetçisi kim tarafından görevlendirilir?,İlgili Bölüm Koordinatörünün teklifi ve bölüm başkanı tarafından görevlendirilir.,MADDE 14 - (1) Endüstriyel Uygulamalar Dersinin Denetçisi; öğrencilerin uygulama içindeki durumlarını denetlemek amacıyla ilgili Bölüm Koordi natörünün teklifi ve bölüm başkanı tarafından görevlendirilen ders verme yeterliğine sahip öğretim elemanıdır.
Ders denetçisi öğrencileri ne sıklıkla ziyaret eder?,En az üç haftada bir ziyaret eder.,"MADDE 14 - (1) Endüstriyel Uygulamalar Dersinin Denetçisi; öğrencilerin uygulama içindeki durumlarını denetlemek amacıyla ilgili Bölüm Koordi natörünün teklifi ve bölüm başkanı tarafından görevlendirilen ders verme yeterliğine sahip öğretim elemanıdır. Dersin denetçisi; derse kayıt yaptıran öğrencileri izleyerek öğrencilerin iş yerinde geçirdikleri sürenin amaca uygunluğunun değerlendirilmesini sağlamak, öğrencilerin performansını değerlendirmek, öğrencilerin iş yeri ile yaşadığı sorunların çözümünü sağlamak üzere öğrenciyi en az üç haftada bir firmada ziyaret ederek değerlendirmeyi yapar."
Uygulama sözleşmesi nasıl hazırlanır?,Öğrencinin akademik danışmanının görüşleri alınarak Koordinatör tarafından hazırlanacak ders içeriği ile iş yeri çalışma alanı ve izleklerine göre hazırlanır.,"MADDE 15 - (1) Öğrencinin Endüstriyel Uygulamalar dersin i yapacağı iş yerine yerleştirilmesinden sonra, iş yeri ile yapılan iş birliği belgesi çerçevesinde hazırlanan ve iş yeri ile öğrencinin yükümlülüklerini belirleyen uygulama sözleşmesi imzalanır. Uygulama sözleşmesi; öğrencinin akademik danışmanının da gör üşleri alınarak Koordinatör tarafından hazırlanacak ders içeriği ile iş yeri çalışma alanı ve izleklerine göre, gerekli hallerde, sözleşmeye ilave edilecek maddelerden oluşur."
İş yeri eğitim amirinin sahip olması gereken en az diploma düzeyi nedir?,En az lisans diplomasına sahip olması gerekir.,"MADDE 16 - İş yerinin Yükümlülükleri; a) İş yeri, dersi alan öğrenci için bir eğitim amiri belirler. Eğitim amirinin, öğrencinin akademik dalına uygun en az lisans diplomasına sahip olması gerekir."
İş yeri eğitim amirinin görevleri nelerdir?,"Öğrencilerin bilgi ve becerilerinin uygulama ile gelişmesi için uygun ortamı hazırlamak, öğrencilerin iş disiplinine uygun çalışmasına yardımcı olmak ve dönem sonunda öğrencinin performansını değerlendirmek.","MADDE 16 - İş yerinin Yükümlülükleri; a) İş yeri, dersi alan öğrenci için bir eğitim amiri belirler. Eğitim amirinin, öğrencinin akademik dalına uygun en az lisans diplomasına sahip olması gerekir. İş yeri eğitim amirinin yükümlülükleri; i) İş yerindeki öğrencilerin bilgi ve becerilerinin uygulama ile gelişmesi ve pekişmesi için gerekli uygun ortamı ve şartları hazırlamak, ii) Öğrencilerin iş disiplinine uygun çalışmasına yardımcı o lmak, iii) Öğrencilerin iş yerindeki çalışmalarını izleyerek dönem sonunda öğrencinin performansının değerlendirildiği formu doldurmak ve bu formu kapalı zarfla Koordinatöre iletmek."
İş yerinin öğrencilere ulaşım ve sosyal hizmetler konusunda ne gibi yükümlülükleri vardır?,Öğrenciyi ulaşım ve işçilere sağlanan diğer sosyal hizmetlerden ücretsiz olarak yararlandırması beklenir. Ancak kanuni bir hakka veya toplu sözleşmeye dayanarak yapılmakta olan mali yardımlardan öğrencileri istifade ettirmekle yükümlü değildir.,"MADDE 16 - İş yerinin Yükümlülükleri; b) İş yerinden, öğrenciyi ulaşım ve işçilere sağlanan diğer sosyal hizmetlerden ücretsiz olarak yararlandırması beklenir. Ancak kanuni bir hakka veya toplu sözleşmeye dayanarak yapılmakta olan mali yardımlardan öğrencileri istifade ettirmek le yükümlü değildir."
İş yeri öğrenciye burs niteliğinde bir ücret ödeyebilir mi?,"Evet, iş yeri istediği takdirde öğrenciye burs niteliğinde bir ücret ödeyebilir.",MADDE 16 - İş yerinin Yükümlülükleri; c) İş yeri istediği takdirde öğrenciye burs niteliğinde bir ücret ödeyebilir.
İş yeri eğitim amiri ders döneminden önce öğrencilere ne tür bilgilendirme yapmakla yükümlüdür?,"Çalışacağı iş yeriyle ilgili (organizasyon yapısı, işin kapsamı, iş ortamı vb.) bilgilendirme yapmakla yükümlüdür.","MADDE 16 - İş yerinin Yükümlülükleri; d) İş yeri eğitim amiri ders döneminden önce öğrencilere çalışacağı iş yeriyle ilgili (organizasyon yapısı, işin kapsamı, iş ortamı vb.) bilgilendirme yapmakla yükümlüdür"
Endüstriyel Uygulamalar dersi sırasında öğrencilerin iş kazası ve meslek hastalıkları durumunda genel sağlık sigortası primleri kim tarafından ödenir?,Üniversite tarafından ödenir.,"MADDE 17 - Üniversitenin Yükümlülükleri; a) Dersi alan öğrencilerin uygulamada bulundukları süre içinde iş kazası, meslek hastalıkları ile herhangi bir sosyal güvenlik kurumu kapsamında bulunmayanların genel sağlık sigortası primleri, 5510 sayılı Kanun gereği Üniversite tarafından ödenir."
Öğrencilerin mali hakları hangi yönetmeliğe göre uygulanır?,Yüksek Öğretim Kurumlarının Lisans Düzeyinde Fen ve Mühendislik Bilimlerinde Zorunlu Uygulamalı Eğitim Gören Ödenecek Ücretlerin İşsizlik Sigortası Fonundan Karşılanmasına İlişkin Usul ve Esaslar Yönetmeliği’ne göre uygulanır.,"MADDE 17 - Üniversitenin Yükümlülükleri; b) Üniversite, öğrencinin mali haklarını Yüksek Öğretim Kurumlarının Lisans Düzeyinde Fen ve Mühendislik Bilimlerinde Zorunlu Uygulamalı Eğitim Gören Ödenecek Ücretlerin İşsizlik Sigortası Fonundan Karşılanmasına İlişkin Usul ve Esaslar Yönetmeliği’ne göre uygular."
Bu yönergede hüküm bulunmayan hallerde hangi düzenlemeler uygulanır?,"2547 sayılı Kanun, Yükseköğretim Kurulu, Üniversitelerarası Kurul, Gebze Teknik Üniversitesi Lisans Eğitim -Öğretim Yönetmeliği, Senato, Üniversite Yönetim Kurulu, Fakülte Yönetim Kurulu ve ilgili mevzuat hükümleri uygulanır.","MADDE 18 - Bu Yönerge’de hüküm bulunmayan hallerde; 2547 sayılı Kanun, Yükseköğretim Kurulu, Üniversitelerarası Kurul, Gebze Teknik Üniversitesi Lisans Eğitim -Öğretim Yönetmeliği, Senato, Üniversite Yönetim Kurulu, Fakülte Yö netim Kurulu ve ilgili mevzuat hükümleri uygulanır."
Bu yönerge ne zaman yürürlüğe girmiştir?,Gebze Teknik Üniversitesi Senatosu tarafından onaylandığı tarihte yürürlüğe girmiştir.,"MADDE 19 - Bu Yönerge, Gebze Teknik Üniversitesi Senatosu tarafından onaylandığı tarihte yürürlüğe girer."
Bu yönerge hükümlerini kim yürütür?,Gebze Teknik Üniversitesi Rektörü yürütür.,MADDE 20 - Bu Yönerge hükümlerini Gebze Teknik Üniversitesi Rektörü yürütür.
Endüstriyel Uygulamalar Dersi Protokolü ve Öğrenci Sözleşmesi hangi ekte yer alır?,FR-0638 numaralı ekte yer alır.,EKLER: FR-0638 Endüstriyel Uygulamalar Dersi Protokolü ve Öğrenci Sözleşmesi
Yönergenin kabul edildiği senato kararı tarihi ve sayısı nedir?,29.12.2022 tarihli ve 2022/27 sayılı karardır.,Yönergenin Kabul Edildiği Senato Kararı Tarih i Sayısı 29.12.2022 2022/27
GTÜ 101 dersinin temel amacı nedir?,"GTÜ 101 dersinin amacı, öğrencilerin müfredat dışı bilimsel, kültürel, sanatsal ve toplumsal faaliyetlere katılımını desteklemek, bu faaliyetlerin analizlerini yapmalarını sağlamak, bireysel ve takım çalışmalarında etkin olmalarına yardımcı olmak, farklı disiplinlerle iletişim becerilerini geliştirmek ve dünyadaki gelişmeleri takip ederek kendilerini sürekli yenilemelerine katkıda bulunmaktır.","Amaç MADDE 1 . Bu Yönerge’nin amacı Gebze Teknik Üniversitesi (GTÜ) lisans programlarında açılacak GTÜ 101 -Kodlu Müfredat Dışı Etkinlik dersinin uygulanması ve değerlendirilmesine ilişkin uygulama esaslarını belirlemektedir. Dersin amacı; öğrencilerin müfredat dışı bil imsel, kültürel, sanatsal ve toplumsal faaliyetlerde bulunmasını ve bu faaliyetlerinin analizlerini yapmasını desteklemek, öğrencilerin bireysel olarak ve/veya takımlarda etkin biçimde çalışabilme becerisini gerçek hayat süreçlerinde kazanmasına yardımcı o lmak, öğrencilerin farklı disiplinlerdeki muhatapları ile etkin iletişim kurma becerisini deneyerek geliştirmesini desteklemek, dünyadaki gelişmeleri izleme ve kendini sürekli yenileme becerisini müfredat dışı kaynaklardan beslenerek kazanmalarını destekle mektir."
GTÜ 101 dersi hangi öğrenim düzeyindeki öğrencileri kapsar?,"GTÜ 101 dersi, üniversiteye lisans düzeyinde kayıt yaptıran öğrencileri kapsar.","Kapsam MADDE 2. Üniversiteye lisans düzeyinde kayıt yaptıran öğrencilerin, öğrenci oldukları süre içerisinde kampüs içerisinde ve dışarısında doğrudan katılacakları eğitsel, sosyal, bilimsel, kültürel, sanatsal ve sportif alanlardaki çalışmalarının seçmeli ders yüküne dön üştürülmesini kapsamaktadır."
GTÜ 101 dersi hangi yönetmeliğe dayanılarak hazırlanmıştır?,"GTÜ 101 dersi, GTÜ Lisans Eğitim ve Öğretim Yönetmeliği'ne dayanılarak hazırlanmıştır.","Dayanak MADDE 3. Bu Yönerge, GTÜ Lisans Eğitim ve Öğretim Yönetmeliği’ne dayanılarak hazırlanmıştır."
GTÜ 101 dersi kaç AKTS değerindedir?,GTÜ 101 dersi 3 AKTS değerindedir.,"Uygulama Esasları MADDE 4. (1) Etkinlik dersi, GTÜ 101 -Koduyla tüm lisans programları için 3 (üç) AKTS değerinde, teknik olmayan ortak seçmeli ders olarak yeterli talep olan her akademik dönemde, her bölüm için ayrı açılır."
GTÜ 101 dersi hangi tür etkinlikleri kapsar?,"GTÜ 101 dersi; istihdam ve kariyer günleri, bilimsel projeler, kültürel ve sosyal projeler, kongreler, sempozyumlar, konferanslar, paneller, seminerler, çalıştaylar, topluma hizmet uygulamaları, sergi etkinlikleri, müze ziyaretleri, fuarlar, bienaller, trienaller, festivaller, ulusal ve uluslararası yarışmalar, öğrenci kulüpleri etkinlikleri, üniversite spor müsabakaları, öğrenci konseyi görevleri, GTÜ birimleri, resmi ve özel kurumlar ile sivil toplum kuruluşları tarafından açılan kurs ve eğitimler ve diğer üniversiteler tarafından düzenlenen etkinlikler gibi kampüs içi veya dışı her türlü bilimsel, sosyal ve kültürel etkinliği kapsar.","Uygulama Esasları MADDE 4. (2) Etkinlik dersi; istihdam ve kariyer günleri ile bilimsel (TÜBİTAK vb.), kültürel, sosyal proje ve çalışma gruplarına katılmak; kongre, sempozyum, konferans, panel, seminer, çalıştay, topluma hizmet uygulamaları, sergi etkinlikleri, müze ziyaretleri, fuar, bienal, trienal, festival, ulusal ve uluslararası yarışmalar, öğrenci kulüpleri tarafından kampüste düzenlenen etkinlikler ve üniversite spor müsabakaları gibi faaliyetlerde yer almak; öğrenci konseyinde temsilci olarak görev yapmak; GTÜ’deki birimler, res mî ve özel kurumlar ile sivil toplum kuruluşları tarafından açılan kurs ve eğitimlere ve diğer üniversiteler tarafından düzenlenen etkinliklere katılmak vb. gibi kampüs içinde veya dışında düzenlenecek her türlü bilimsel, sosyal ve kültürel etkinliği içeri r."
Hangi tür etkinlikler GTÜ 101 dersi kapsamına girmez?,Üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olan etkinlikler bu dersin kapsamına girmez.,Uygulama Esasları MADDE 4. (3) Üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olan etkinlikler bu dersin kapsamına girmez.
Öğrenciler GTÜ 101 dersi için hangi etkinlikleri raporlayabilir?,"Öğrenciler, GTÜ'ye kaydoldukları ilk günden itibaren katıldıkları etkinlikleri ders raporuna ekleyebilirler.",Uygulama Esasları MADDE 4. (4) Öğrencinin akademik yıl ve dönem fark etmeksizin GTÜ’ye kaydolduğu ilk günden itibaren katıldığı etkinlikler ders raporuna eklenebilir.
Öğrenciler GTÜ 101 dersine kaydolmadan önce ne yapmalıdır?,"Öğrenciler, derse kaydolmadan önce, GTÜ'ye kaydoldukları ilk günden itibaren katıldıkları etkinlikleri içeren raporu, kendi bölümlerinde dersi veren öğretim elemanına sunmalı ve onay almalıdır.","Uygulama Esasları MADDE 4. (5) Öğrenciler, derse kaydolmadan önce, GTÜ’ye kaydolduğu ilk günden itibaren katıldığı etkinlikleri içeren raporu, kendi bölümlerinde dersi veren öğretim elemanına sunmak ve aynı öğretim elemanının onayını (consent) almak durumundadır."
GTÜ 101 dersi için öğrenci raporu ne zaman teslim edilmelidir?,"Öğrenci, katıldığı tüm etkinlikleri belgeleriyle birlikte bir rapor haline getirerek, derse kaydolduğu dönemin final haftasının ilk cuma gününe kadar dersi veren öğretim elemanına sunmalıdır.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir. Öğrenci; katıldığı tüm etkinlikleri belgeleriyle birlikte bir rapor (Müfredat Dışı Etkinlik Dersi Raporu) haline getirerek, derse kaydolduğu dönemin final haftasının ilk cuma gününe kadar, dersi veren öğretim elemanına sunar."
GTÜ 101 dersinin değerlendirme jürisi kimlerden oluşur?,"GTÜ 101 dersinin değerlendirme jürisi; dersin yürütücüsü olan öğretim elemanı, öğrencinin danışmanı ve bölüm başkanından oluşur.","Değerlendirme Yöntemi MADDE 5. (2) Etkinlik dersinin değerlendirme jürisi; dersin yürütücüsü olan öğretim elemanı, öğrencinin danışmanı ve bölüm başkanından oluşur."
Öğrencinin GTÜ 101 ders raporunun değerlendirmeye alınması için hangi şartlar gereklidir?,"Öğrencinin ders raporunun değerlendirmeye alınması için, etkinliklerin ders kapsamı dışında olması ve öğrencinin en az 8 farklı tür ve başlıkta etkinliğe doğrudan katıldığını ilgili formlar ve eklerle beyan etmesi gerekmektedir.",Değerlendirme Yöntemi MADDE 5. (3) Öğrenci tarafından sunulan ders raporunun jüri değerlendirmesine alınması için; etkinliklerin 4 üncü maddenin 3 üncü fıkrasında belirtilen kapsam dışında kaldığı ve öğrencinin 4 üncü maddenin 2 nci fıkrasında listelenen en az 8 (sekiz) farklı tür ve başlıkta etkinliğe doğrudan katıldığı ilgili formlar ve eklerle beyan edilmelidir.
Öğrencinin etkinlik katılım belgeleri ne şekilde kontrol edilir ve saklanır?,Öğrencinin etkinlik katılım belgesine eklediği resmi görevlendirme belgesi veya katılım sertifikası gibi belgeler dersin öğretim elemanı tarafından kontrol edilir ve bu belgelerin bir kopyası muhafaza edilir. Asılları öğrenciye geri verilir.,Değerlendirme Yöntemi MADDE 5. (4) Öğrencinin etkinlik katılım belgesine eklediği resmi görevlendirme belgesi veya katılım sertifikası gibi belgeler dersin öğretim elemanı tarafından kontrol edilir ve bu belgelerin bir kopyası muhafaza edilir. Bu belgelerin aslı öğrenciye geri verilir.
